Sentiment,Review
0,Can't comment on the food as I NEVER GOT MY ORDER. I ordered a shrimp burrito and waited 30 minutes. I had an appointment so I couldn't wait anymore; I asked the cashier if my order was almost ready and after looking through a pile of past orders I saw him throw the shrimp on the grill. I asked them to forget about it as really had to go. They reimbursed me cash and I left annoyed that I never ate my food and was starving. I'm not sure how they somehow forgot about my order when I was sitting right there in front of them waiting for 30 minutes! I don't think I'll give it another shot...
0,"We tried this place since it's close to our hotel and shopping places. 
The ambiance was great and place looks clean. But the service needs a lot of work. The hot and sour soup is terribly spicy and no taste. Just the hot spice. So I ordered another soup. The wonton soup. It took them almost 30 minutes to bring my soup out. And likewise no taste and very UN-CHINESE flavor. 
We also asked one waiter about a cocktail mix and he initially gave me the impression that he does not want to be asked about the drinks and the menu. The waiter said I'll get back it's you but he never did come back. Almost All waiters and servers here are very UNFRIENDLY AND NO SMILE at all. Very disappointing place.!!!!"
0,"Cash only.. it's 2019 
Plates with holes in it.. it's 2019
Food is decent, but get the basics right"
2,"Go here now! Never mind the usual tropes about ""authentic"" or hipster mexican... this place is just straight delicious. They had great El Pastor and Carnitas tacos as well as Enchildas and great homemade salsas for the chips!!!! I was so pleased I forgot to take pictures. It was also World Cup for added atmosphere.

Don't take my word for it. GOOOOOAAAALL!"
0,"To be completely honest. I was expecting more.
I came in during my lunch while practically salivating on hearing the reviews. I ordered the 3 TACOS: FISH, BARBACOA? AND CARNITAS. fish taco was so bland and had no taste. The beef was pretty good. CARNITAS was decent. Service left more to be desired as the gentleman never asked if I wanted anything else but just requested I pay. Felt rushed.!"
1,"The decor was nice and the staff were all very friendly and helpful but it was a veeeery long wait for our main course. I had the Tagliatelle special with sausage, mushroom and black truffles and it was ok, I wasn't that impressed. I wouldn't order it again. But others at my table enjoyed their meals."
2,"This is the spot. Great tacos. Cool vibe. 100% will be back. Started with the Baja fish taco. Fish was fried well. Crispy on the outside, tender and flaky on the inside. The pickled onions and other toppings were a perfect complement for the hot fried fish. The other three tacos were delicious as well. Kicked up a bit with the ancho y morita salsa was the perfect amount of heat. All cooled down by a jamaica soda (hibiscus). Excellent."
2,"Wilbur Mexicana is a vibrant taqueria located on King West, great for grabbing a quick bite before going out nearby in the area. There's always a line but it's always worth it. You can either grab your tacos for takeout or eat-in where staff bring your food over to you after paying up front. Tacos here are very reasonably priced, ranging from $3.95-4.95. 

I got The Unoriginal, a chicken taco, and a Carne Asada (Steak). Both were amazing but the clear standout was the Carne Asada. It was packed with flavour; the meat was smokey and savoury but also very tender and soft. It was nicely complimented with some pico de gallo, queso fundido and crispy onions. 

What makes Wilbur Mexicana unique in terms of taco joints is their wide array of sauces they have to offer. They have, i think, 6 or 7, homemade sauces ranging from pico de gallo to ghost pepper available for you to grab as much of. They also have a whole shelf of bottled sauces, at least 20-30+ unique ones if I had to guess. So if you like your tacos packed with heat, Wilbur is definitely a place to try!"
1,"I came to House of Gourmet looking for a quick lunch break from work. 

It's been quite a while since I had some noodles in soup so I decided upon going to a place I've known since childhood. Upon entering, I was seated immediately and I ordered a bowl of Beef Brisket Rice Noodle Soup. 

The broth was exactly how I remembered from my youth. Layers of flavour, while still retaining its heat. The rice noodles were cooked to a decent al dente, however the beef brisket was a bit disappointing. It was not tender and took quite a while for me to chew. I did wish they cooked down the brisket a lot more as any good beef noodle soup does require soft and tender beef brisket. 

The service is what you would expect at any quick service Chinese restaurant. You go there, order quickly, eat and get out. 

It's a great place for a quick bite from their wide extensive menu, especially if you're looking for a homestyle meal after the bar/club. This place has lot a bit of its mystique from its hey day but it is still one of Chinatown's prime spots for Cantonese food."
0,"Ok, so I know this place is all the rage. 

I ordered the grilled beef for corona takeaway and I was disgusted. There was more fat, cartilage and inedible pieces than beef. Chew chew CRUNCH - spit. Over and over. My friend called me two hours later after ordering the same thing - she ended up giving her order to the homeless after the first bite. 

This means that they either don't clean (cut the meat) properly, or using cheaper pieces to save a buck. 

The grilled chicken was dry too. Honestly though, the shrimp was good. Stick to pulled beef and chicken for authenticity and - TEXTURE. C'mon seven lives!

Very disappointed."
2,"Close to home and family run mexican restaurant that's serving the classics, empanadas, taquitos, chinichangas and more.
The place isn't fancy but the food is definitely pure comfort. 
Prices are reasonable and the service is friendly 
I've had their chalice of Horchata a refreshing almond based cinnamon, nutmeg drink that's my go to. For food I've shared their Cancun soup along with their chorizo and pork chimichangas which you can't say no to"
1,"So this is my first trip to Canada and I decided to try this place because of a picture I saw of a margarita. So of course,  I did go and order that drink. I asked for a frozen margarita but it was far from frozen. It looked like the machine had melted. They made me another and it looked great but it wasn't sweet. 

I did order the quesadilla with chorizo. It was delicious. They served it Spanish rice and a side salad. First time I've been to a Mexican restaurant and I didn't get black beans. I had the habanero sauce with it and it was super spicy but I live for spicy food!"
2,"Interesting when a place has been near you, yet u never discovered it..
Okay, Maybe not that interesting...
Friendly staff, terrific tacos.
Also tried huevaches (?), w chicken, really messy, also good."
2,"Came here with my Spanish class of 7 after our last class. All 7 out of 7 of us polished our plates until it was shiny clean.

I ordered the tamales with mole chicken, with rice and beans. It came with a side of salsa, which I had refilled. BEST RICE AND BEANS I'VE EVER HAD!!! Want to cry just thinking about it. It was a revelation. And the tamales were very aromatic. The salsa was just the perfect kick to tie it all together.

Basically the best Mexican food I've ever had in Toronto."
2,"From the tortillas to the flavour of the pork, Tacos El Asador brings back memories from my trip to Mexico. Having tried a few other taco places in the city, I can definitely say that TEA takes the cake for me!

I came with my girlfriend later on in the evening and was greeted by the infamous Smokey. He asked us how many and we replied back ""two people"" and then he replied back with ""three"". We said ""no, two people"" and Smokey proceeded to point at each of us and said ""one, two"" then points at himself and says ""three"". He definitely made our night.

We got seated in less than 20 minutes, ordered right away with some nachos, pork tacos and plantain. Wow did that bring back some memories of the taco stand in Mexico! All I can say is, you need to go there and try the food and take my word for it."
2,"Every now and then I have a food craze and lately it's been for Mexican food  I love everything about this place , from the ambience to the food presentation and taste. On Sundays they have bottomless tacos which is what I had along with a passion fruit frozen margarita  I will definitely be back! $$ ~"
1,"This was our first Chinatown experience and it left much to be desired. I'll start by saying that the menu is extensive, with over 160 items to choose from. Perhaps we didn't order the best dishes.

We ordered the soup dumplings with crab meat and pork, which were the highlight of the night. Both the Sui Mai and the chicken and cabbage potsticker, which were on special, did not hit home. They were both bland and could have used some salt. The last dish, stir fried Ho Fun with beef was good but the beef had an interesting texture, it had no chew and fell apart in your mouth. I'd say the noodles had good flavour but could have been better.

To sum up, the food was good. It wasn't great, it wasn't bad... it was good. The service was great. Food came quickly and servers were always nearby. If I do come back to this location, the soup dumplings are the only thing that I will be ordering again."
1,"I was on the street car when I noticed King's Tacos. I was curious so I went in for a bite. I was expecting a fast food restaurant like Taco Bells, but it was a sit down restaurant. King's Tacos decor was plainly decorated in a casual restaurant style. The service was okay, but you have to pay at the front.

The service started with the waitress bringing little bowls of sauce and onions. I am not familiar with Mexican food or tacos. I ordered the Arrachera taco which is made of beef fillets. I added the ingredients and sauces to the tacos to add flavours. I thought that the tacos were okay.

Would I go back? Maybe to try the other tacos. But I am not familiar with Mexican cuisine so it is hard to evaluate the food."
1,"It's pretty good Mexican food, and the atmosphere is cute. I sometimes come here for lunch when I am at work. Service is friendly and the food is decent. I've ordered the tacos, nachos and the churros. Can't go wrong."
2,"Delicious tacos. I appreciated the 3 for $13 special. 

It's nice that this place is in a Food Hall, so that my husband and I could experience food from multiple places."
1,"This place is conveniently located a couple blocks from Dundas TTC station. It is also a block from Eaton Centre. The place is a bit crammed and a bit small, so be sure to give some waiting time if you are going at noon.

We ordered the special Lanzhou beef noodles. There are a variety of noodle options in varying thickness. The portions are sufficient for some people, but as I am a big eater, I wasn't full from the large. The noodles are good. The soup is a bit bland. And the beef isn't quite flavourful. There is not much memorable about this place, except that the prices are quite unreasonable with respect to the quality.

Overall, I would not recommend this place, but I haven't yet come across a good place for hand-pulled noodles to recommend."
1,"This place is pretty much the epitome of ""hole in the wall."" Tucked into a little strip mall, the restaurant is unassuming from the outside and tiny on the inside. There are no dine-in options - it's take-out only.

When you walk inside, you'll be able to see all the roast meats hanging and spinning. If the doors to the back room are open, you can even see the chefs chopping up the raw meat just two meters away. At the counter, you can see some of the side dishes on display, to help you decide what to order.

The menu has a variety of options, including duck, pork, and chicken, as well as sides such as vegetables and rice. I ended up getting the roast duck with steamed bok choy on the side. The roast duck was delicious - though quite messy to eat, due to all of the juices and bones. The steamed bok choy was lackluster.

The food was tasty and the tiny half restaurant / half butcher shop was quite an experience. It's worth a stop if you're craving some meat and aren't afraid of the grittier environment."
0,I can't tell you anything about the food as we left after 15 minutes and the waitress not even close to coming to our table.  9:00 at night not the time for the waitress to be telling jokes.
2,"Mi Taco Taqueria is a vibrant take-out/sit-down taco joint on Queen West for Tacos and a small selection of alcohol. The tacos here are very reasonably priced, with most of them at $4, and some at $5 and $6. Ingredients were very fresh, tacos were garnished with a variety of toppings and the meat was seasoned well. I've been here a couple times and found the carnitas and carne asada very delicious but nothing exceptional. This time I got the shrimp taco ($5) which was topped with cilantro, pico de gallo, cabbage and grilled and raw onions. The shrimps were pretty small (probably size 31/35 or 36/40) but were very fresh and gave a nice crunch. 

Compared to joints like Wilbur and Campechano, I'd say what Mi Taco Taqueria lacks in their tacos, they make up in their price point. For a cheap but very good taco, Mi Taco is the way to go."
1,"Dining here on a Saturday night was a 30 mins wait on the waitlist for a group of four. There was a small waiting area so it wasn't terrible but heads up, the place is pretty noisy

We ordered the ""boiled clams"", the ""Sichuan Picked Flavoured Beef in soup"", and their iced plum green tea

The clams were def a hit and a very reasonable price ($8) we really enjoyed the flavour and quality of the dish

The beef soup sadly was a ""miss"", the beef shavings were decent quality but the taste wasn't enjoyable. Too many peppercorns were left in the dish and slightly tasted off ( I'm unsure if stale or...) 

Tbh the spice level is manageable and not over the top, I just found the flavour to be subpar for Sichuan soup dishes 

The plum green tea isn't a fave either, extremely sweet and diluted (tastes like a watered down freezie )"
1,"Stepped into the restaurant and was surrounded by endless tanks of freakishly large crabs. We got the Hong Kong style lobster (4.83 lbs) lunch set that included soup, fried rice, snow pea with goji berries, and dessert. It was nice that we got a bunch of different dishes to try. We also had a lot of food at the end to take home too

Honestly though I started to get sick of the lobster after a few bites since it is fried and quite oily. I ended up eating the veggies/fried rice instead! I also find I prefer lobster fried with ginger and scallion more than HK style. Service was incredibly slow when we went.

Overall I think it was good to try, but I don't know if I would return again. I think it'd be good for special occasions or to treat people that like seafood due to the visual wow factor of the dish though!"
0,"- Not worth for its price. Both service and quality of food. 
- Pappardelle very hard not fully cooked
- Risotto hard as well 
- In this city when there are so many Italian restaurants to compete with, this type of quality simply unacceptable. 
- The lady who served us seemed very unhappy and no smile during the whole dining period.  At the end of the mains, she wiped the dinning table but did such a sloppy job that all crumbles fell on my lap.  I do not know the purpose of doing it. 
- the ""supervisor"" or the manager walked around the room and consciously or subconsciously patted our velvet lounge chair to tell us hurry up cause we might have chatted too long and eating too slow.  
Overall, we are a group of three and we picked this place for our Japanese friend's visit for our first time. None of us would return again.  Pure disappointment."
0,"Tried the Dim Sum at dinner time- the quality leaves much to be desired although the food was hot and served with typical efficient minimalist ( they did top up your tea promptly) service. The Xiao long bao was completely dry; Char siew bao was dry and flakey ( below expectations). Pricey for the lack of quality.

Saw that they had Tiger beer which was a pleasant surpise 

We probably won't be coming back again ."
0,"Very disappointing! Service is very arrogant service. 
We were asking about the menu and were met with cold and short replies as if we are suppose to know everything about this restaurant ... while it was the first time that we are coming to this restaurant. 

The portions are over fried / too small/ and not tasty at all. Pizza is a joke ... it's not event a pizza it is a dough with ...no .. not cheese ... with something g like cheese...
Anyways - waste of time / money / and mood."
0,I was disappointed with this place for the price they charge their portion is so small I got the duck with rice barely any duck a bunch of cheapscapes the duck was okay honestly the duck at congee Queen was better price and way better taste last time I'm coming here
1,"Spontaneous craving for Chinese food but wanting to give other restaurants a chance in Chinatown led me to House of Gourmet. 

Portions are on the smaller side and they were decent enough to satisfy cravings. Wasn't much of a wow factor in my opinion. Ordered Yeung Chow fried rice, sweet and sour pork, beef soya sauce noodles, turnip cakes and snow peas for a group of 4. Topped it off with a iced lemon tea each."
0,"Not for everyone, maybe an acquired taste. Had the Sichuan pickled basa as per other reviews and the flavours were just too strong. It would be nice to have a smaller portion version so new customers could try a wider spread and not feel so locked in. The single large $30 slightly tongue numbing, gingery sour soup was too much of a commitment for two people. Good initial taste but then it just becomes overwhelming. Definitely need a lot of rice for this dish."
2,"I never fully understood the taco genre but my life changed when I had the Baja fish taco. Best taco I've ever had in my life. I think of it often. 

I also had the Pulpo a la Mexicana (octopus), which was also good but I definitely don't love eating octopus in a taco. Biting into a taco with crispy fish is just more satisfying than something chewy, y'know?

A warning to those who are visiting for the first time, there is almost no sitting room in this place so be prepared to bring your tacos elsewhere to eat.

Love this place."
1,"I'm still so full writing this review; which is usually a good sign!

The service was good all night, including the full glass of water my boyfriend knocked right off the table that was immediately cleaned up, so that aside:

We started with a bottle of wine, Priorat, which was delicious! About ($100), a great Spanish red, highly recommend.

First came out the calamari ($14) delicious but quite a small portion, more for one person than it was shareable.

I got the Carbonara (basic and $18), it wasn't at all spectacular, in fact it wasn't even memorable. And the portion was not that large either.
My boyfriend got the 8oz ($38) and the cook was perfect, while the star of the dish was the layered potato serving oh my 

Followed up with an Amaretto, and a tiramisu for me (creamy, flavourful, large, filling, delicious!!!) and a caramel something for my boyfriend (also creamy and delicious!)

Highly recommend dessert over everything else we had! It's a cozy place to go after work, but not that impressive really. I'd call a 3.5/5 an accurate rating! 

Pictures attached!!

Will I be back? Unlikely, maybe just for that tiramisu some time"
2,"We were here with friends for dinner. I love variety and trying new things and they didn't disappoint.  We had the open face tacos and they created some really unique flavour combinations.

We tried one of 6 different open face tacos.  See my pictures. They were all delicious.  The 6 different ones were:
(1) Carrnitas. Braised pulled pork, pickled carrot.
(2) Al Pastor (mild). Marinated pork with dried chiles, spices and achote, onion, cilantro, grilled pineapple.
(3) Black Tiger Shrimp. Garlic crispy cheese on tortilla, onion, grilled peppers, cilantro, avocado salsa.
(4) Fried Fish. Cod marinated with oregano, cilantro, cabbage slaw, cilantro aioli.
(5) Pulled Beef Barbacoa (mild). Slow cooked spiced beef blade, cilantro, onion, avocado salsa.
(6) Chorizo (mild). House-made spiced pork, onion, cilantro, avocado salsa, wrapped in crispy mozzarella.

They had bottled drinks from Jarritos Canada.

Since this food stall is part of The Annex Food Hall, you would use the large seating area, free WiFi, and washrooms of the food hall."
1,"I really wanted to like this place. The staff were friendly, and the food LOOKED good.

Alas - not to be.

We came here because my friend was craving their crespelle (olive oil fried pancakes). That was ok - it was a bit greasier than we thought it would be (and I say this as someone who loves olive oil cake) and was lacking in taste. The bombolone sandwich was delicious - the pun was the perfect texture complement to the sausage. And the tiramisu was also super disappointing - it was their ""take"" but was definitely not an improvement.

Damn.

I'd say this is more of a 3.5/5."
2,"CASH ONLY. 

Felt like that was important to note up top, although they have an ATM in the restaurant. 

Had the breakfast burrito ($9) with eggs, avocado, plantains, and the usual burrito ingredients. It was SO good. The sweetness from the plantains works so well with the hearty beans and rice. The eggs add that extra flavor and the avocado slips in there with a bit of cool fattiness. 

The restaurant is super casual and you sit on picnic style benches. At 1pm on a Sunday, it was almost full, but never crowded or loud. 

Would come back because the burrito was great."
1,"There's lots of mixed reviews for this restaurant. Glowing reviews versus one that speak of terrible service. My review errs on the side of the not so good. I'd say 2.5 stars for me.

Are all Mexican restaurants so dim? It seems that the ones I've been to are always so dark and hard to see. In terms of price it's on the pricey side. My friend took me to a food truck in LA and it was either $1 or $1.50 per taco. I suppose you're paying for the atmosphere and sit down service but ~$6/taco is quite the surcharge. I'll give them that the carne asada taco was tasty but in my opinion that still doesn't justify paying so much per taco. They're small so it's not like you're going to have just 1.

I saw horchata on the menu and decided to try it here. It was very watered down. I didn't taste any cinnamon at all either. definitely not worth $4. 

The server told us that they want to be the best fried chicken place in Toronto. I'd say that they have quite a ways to go until they can claim that title. Perhaps it was just the pieces I got but the skin was soft and not crispy. It was also kinda bland without slathering it in sauce. Turns out the dip that we had with the chips was a better accompaniment for the fried chicken instead of the sauce it came with. Go figure. 

That's a lot of negatives that I've listed. The positives are that our server was great and available when we needed her, the atmosphere was good, we were comfortable and didn't feel rushed to finish our meal. Although, paying for our bill took some time. Maybe the person taking payment didn't realize we were ready to pay because our server came back around after about 15 min of us waiting to speed up the process. 

I'd spent almost $30 and left unsatisfied with value for money and felt like I hardly had anything to eat."
2,"Great service for a large party. Seated on the full communal table. 

However, they can only do split payment but not separate bills. With a $900 bill over 20 people, it's hard to figure out who owes what. 

The Cod Taco is still my only favourite on their menu. Nothing else really stood out to me. 

Their drinks are really good though - tastes fresh. 
My favourite is the GoldLink. I asked for another jalapeño drink and they were able to make me a Jalapeño Mojito. 

I always come back for the drinks."
1,"I've been here once before and had a good experience. The pickled cabbage beef soup was plentiful for two people and we had enough to EACH take home for a second meal. Everything was delicious and I craved it everyday until I went again. 

The second time, there was barely anything in the soup and they forgot the pickled cabbage...the pickled cabbage that's in the name! I brought it to a waiter's attention and she had the audacity to just bring it out in a bowl, did not offer for the kitchen to add it to the soup and recook it. Very disappointed. At checkout they did offer 10% off without me having to do anything, which was nice. But still. How do you forget one of main ingredients?!"
1,"It was fun get together at Mariachis last week when me and my friends decided to go here. 
We primarily wanted to try the spicy margaritas. We got the jalepeno cucumber pitcher and the spicy pineapple one. Both were delicious. They got us the frozen style margaritas and I am not sure if they have the on the rocks option. 

During summer they have seating outside which is a small space with quite a few tables in the area. A decent place to sit, however it can get crowded. The place is located on the main road so it's easily accessed. 

We ordered food chicken fajita and our friends got the enchiladas. The fajita were a bit too saucy and wasn't really crisp. We also got some guacamole and that was delicious. So foodwise it was so-so but for drinks it was a really fun place to be!"
0,"Ordered through Uber eats .. maybe going to restaurant better , not sure , but the food was really gross. Waste of 70 bucks .. threw most of it out and feel really gross and might vomit .. nasty 
0 stars"
0,"Good take-out place with well-priced specials each day for the price of $4.99 before tax.  Went here on a whim and ordered the Sunday specials of eggplant tofu on rice and BBQ chicken leg.  You get what you pay for.  Greasy more than flavourful.  It is delicious in comforting way.  The hot and sour soup was plenty hot but not sour enough.  Service was brisk and abrupt.  Seems to be frequented by students and there's a bit of a language barrier.

Not particularly motivated to try it again in the future no matter what the price point could be."
0,"Inauthentic and bland. Red flags: No classic numbing spice flavor. Missed the spot on 2 signature dishes so I won't be coming back. 

The cold noodles appetizer was had noodles that were thick and tasted like spaghetti and old lard. No complimentary contents either--you can usually expect some sesame oil or thinly chopped black fungus or something but this was a low effort fail completely. 

The ""mouth watering chicken"" which is a cold chicken dish was sitting in a pool of chili oil and soy sauce (which is normal) but completely lacked flavor and spice--it should carry the sweet flavor of cooking wine, the saltiness of soy sauce and have the savory ""ma la"" numbing spice that makes your lips and tongue tingle. The only thing resembling the classic dish was the fact that the chicken was rather bony and gristly. I had to ask for more hua jiao (si chuan pepper) oil to make it edible 

I'm horribly disappointed and the two dishes cost me $14. It's overpriced at this rate. The decor is austere but rundown (fake wooden footbridge leading into banquet style restaurant that looks tatty) and I guess the fact it was empty on a Friday evening at 9 was highly suspect. Please just go to Si Chuan house cuisine if you're looking for anything nearly close to spicy"
2,"Great little place decorated with blinking Christmas lights and coloured picnic tables. Their tacos are reasonably priced ($5-7) and really filling. The guac and chips ($11) are always good to share. Sometimes their tacos might be a bit dry but they have some spicy sauce and salsa on the side!! 

Great place for a chill and cheap weeknight dinner."
1,"The barbecue meat here is really good, juicy and tender. I normally get the lunch boxes here, and it's very hit and miss here.
I made the mistake of coming here 1.5 hours before they closed. They ran out of veggies, but still had plenty of meat left.

If you get the young dude cutting your meat, you're gonna get much less meat in your box. he's pretty stingy. and I've gone here 3 times, and every time he cut my meat, I got either bad cuts, or very little.

I've gotten roasted duck rice before, and he gives you the bones and rib area, with one piece of breast so you have one piece with meat.

Today I got 2 boxes, No veggies were left. I got 6 pieces of bbq pork and 5 pieces of roasted pork. and whole box load of rice. was so disappointed! barely any toppings, and they had plenty of meat left!! not like they were running out.

argh! the only part I can't complain is it's 6.50 a box and comes with either soup or a can of pop.

Pro tip, come early, otherwise don't come. and hope it's not the young dude cutting your meat."
1,"The food over at the St. Clair location is way better as well as the service. You can check out my review there. 

Keep Eating, 
Angela"
2,"This place is close to home and my go to for great Mexican food. Specifically the tacos... my favourite are the pastor tacos with the grilled pineapple in them - they're fantastic! I always get that along with some chips and delicious guacamole. 

A little pricey (but mostly because I get so much food.....) but worth it."
1,"Came to Lai Wah Heen with my family to try out their peking duck as I had received a coupon for a free order. Growing up in Scarborough and being completely surrounded by Chinese restaurants, and being Chinese myself, I've had my fair share of Chinese cuisine. Upon arrival, I knew right away it would be a different vibe as it was located inside a hotel and everything looked fairly nice. 

The staff was helpful and polite though a bit stiff. Nonetheless our order was accurate and the tea was always filled. We had dinner on a Tuesday night so it wasn't overly busy but there were some larger parties dining.

On to the food: so as I said, I'm Chinese and have grown up around eating this food in and outside of the house. We ordered about 9 dishes for 7 people including peking duck, stir-fried beef flavoured with aged mandarin peel, sweet and sour pork w/ lychee, gailon vegetables, pineapple chicken fried rice, soy sauce fried rice noodle with beef and fried chicken. First impressions, the food looked nice but was pretty small portions and cost a pretty penny more than what you get uptown. Not surprising with this being a downtown hotel restaurant. The taste though was really really good. Everything was delicious and had lots of flavour. Presentation was pretty and at the end we ordered enough to feel full though not without a price. 

Overall, the food was delicious, the service was good but price for the amount of food was just a bit too much for myself. They are other options out there for upscale Chinese food that might possibly be less expensive and closer to my neck of the woods."
1,"You definitely come here for the dumplings and not the service. In typical Chinese fashion, the customer service here is nearly nonexistent. As we walked in, a waitress barked ""cash only"". Half way through our meal we were asked ""any more?"" and before we had a moment to discuss, we were given the bill. Finally, before we actually finished our food, a waitress started clearing our table. 

However, with that said, their dumplings are definitely their redeeming quality. They are handmade and fresh, from the wrappers to the fillings. They also offer a good variety; they have chicken, beef, pork, lamb, shrimp, and vegetarian dumplings. It is also a fairly cheap eat and it is easy to share. If you are willing to put up with poor customer service for good food, this is a decent option."
2,"This place is delicious!! We came here on a Saturday evening and it was sooo packed. We got a seat at the bar since the wait for a table was approx. 40 minutes and we got to see first hand how hard the servers work. They were slammed with orders and running around nonstop but still delivered great service!! The food and drinks came out fairly quickly considering how busy they were. Highly recommend the pescado (my favourite), carnitas and chorizo. We also got horchatas to pair and the tres leches sponge cake for dessert. Great place for tacos, would def come back!"
1,"I really have mixed feelings about this restaurant. I dined here for dinner and tried quite good amount of food from appetizer to pastas. I feel like this place is better for lunch as portions are small and the vibe and lighting in the restaurant was too light for me for an evening dinner. I loved the black and white simple decor, however I would definitely recommend having less light towards evening. 

As for the drink, I tried the Pinot Grigio, and I loved it. If you like an easy white wine with notes of sweetness, this would be perfect.

For appetizer, we ordered a cheese and cold cut board. I was not impressed with the selection of cheeses there. There were two types of cheese and two types of cold cuts. Both cheeses tasted very bland and simple. The portion was fairly good though and it came with a honey and house-made jam which was a nice garnish to it. We also got the meatball to share by the server's recommendation. Probably this was my least favorite item. It was different from a usual Italian meatball you imagine, maybe it is the Milanese way. However I did not like it and it was too dry and meaty. We asked for a side tomato sauce so we can dip them in it.

For main, we ordered two different pasta dishes, the Tagliatelle al funghi porcini and Casoncelli alla bergamasca. They make the pastas fresh in house which I think is what makes this restaurant special. The funghi pasta tasted really good and I loved the mushrooms in it, however I felt it was lacking sauce. Casoncelli alla bergamasca was a meat ravioli with some butter sauce on it, however there was just a little butter sauce on it and it tasted very basic to me. I would say both pastas had very small amount of sauce and both tasted very simple."
0,"Came here for a late lunch with my boyfriend. Love the ambience and the decor of this place. Unfortunately, this was the highlight of the entire meal. Service was very lack-lustre, perhaps we caught them at a time when they were recovering from the lunch rush. A bit disappointing considering there were only a couple of tables and you'd think service would then be on point.

We shared the frutti di mare, some olives, and the chitarra carbonara, and a couple of glasses of wine. The frutti di mare was quite fresh, but the portion was quite small considering the price point. The olives were pretty delicious and was a great little appy. Unfortunately, the carbonara, which looked amazing was flavourless, dry, and lacked any seasoning. The egg itself was fantastic but barely provided any flavour or added any creaminess to the pasta.

I was really looking forward to finding a staple Italian restaurant nearby, but with all the other Italian restaurants in the area, I can't really think of any reason, why we'd come back to Taverna Mercatto."
1,"This place is a small hole in the wall and worth visiting if you crave some good old fashioned tacos rather than the commercial stuff.. portion sizes were good however the flavours were slightly missing for me.. 

I would visit them again if I was in the area, but not necessarily my go to place. Please don't let my review deter you from trying their tacos though, they are still pretty good. 

Flavours can be very subjective and this place is definitely worth a try.. but if you know and love tacos and taco culture as much as me, then you would also know that everyone has their own go to spot.. 

This place has great service, friendly staff and a small seating area if you just want to eat quickly or grab'n'go."
2,"I always had this place tucked away in my Yelp bookmarks but never made it until now. I dropped by with a friend for a snack after Christmas Market and it definitely lived up to it's wonderful reviews!

The restaurant is in the heart of Kensington Market and is pretty small. Only one table that fits about 6 and a bar area where you could stand. I got Gobernador and it was SO GOOD. I feel like this was also enhanced by the fact that we were starving since we are directionally challenged and spent about 15 minutes getting lost before finding the place ...

They were very generous with the toppings, lots of cheese, shrimp, and marlin. Everything was enveloped by two taco shells the outer one was crispier and the inner was soft providing a nice contrast."
2,"Good Hombres serve elevated tacos that bring sentiments of great, authentic Mexican food. Prepared with care and attention, this delicious meal is perfectly true in every way. On the northwest side of Dundas and Bathurst (look for the TACOS TACOS TACOS window), there is a little mystic tortilla-making machine that sends fresh, perfectly perfect tortillas onto a conveyor belt - made on demand. 

When you enter the modern, casual, grab-and-go, airy taco joint, you're greeted by colours of blue and yellow, stainless steel, and bar seating that lines the spacious frontline kitchen where you see the magic happen. The taco menu is diverse but everything is delicious. $3.75 per taco. Order 4 if you're hungry, 2-3 for a snack. The only seating is by the kitchen where there are condiments of pickled vegetables and a delicious ""salsa macha"" from Veracruz which is prepared with oil, chili and garlic. It's absolutely divine when drizzled on the tacos.

Their staple tacos, illustrated on a hand-written chalkboard menu, are colourful, whimsical creations that tickle your palate in flavours that are true to the history of the Mexican tortilla, and are served on fun bright vibrant plates:

1. Pastor: PORK shoulder, salsa macha, pineapple

2. Carne Asada: STRIPLOIN, salsa verde (green sauce)

3. Pescado: HADDOCK, lettuce, chipotle

4. Pollo Asado: CHICKEN thighs, salsa macha

5. Tinga de Pollo: CHICKEN breast, tomato, chipotle

6. Rajas Poblanas: roast poblano PEPPERS (a mild chili pepper from Puebla, Mexico), cotija (a hard cow's milk cheese from Mexico)

7. Chiles Toreados: shishito PEPPERS (a sweet, East Asian variety), black beans, salsa roja (red sauce)

8. Costillitas de Res: BEEF short ribs, salsa roja

9. Lengua: TONGUE, salsa macha, salsa verde

We had the tacos with haddock, beef short ribs, chicken tinga and tongue, and they were all flavourful bursts of juicy deliciousness; light and carefully crafted that looked so much fun to eat. It tastes like lots of time, effort, and love were folded in as the main ingredients in this timeless, traditional Mexican dish. We wanted to try them all-and we most definitely will next time (and as much as our waistline allows!).

On the menu, there's also:
- Quesadillas: $6
- Drinks: $2-3
- Masa (dough made from corn flour; used to make tortillas): $10/kg
- Tortillas: $14/kg

As a downtown Toronto Yelper, Good Hombres is midway between Dundas and Ossington (hipster mecca) and Chinatown (dim-sum heaven) and across the street from Toronto Western Hospital. But more importantly, it's a new taqueria that is worth coming back time after time for authentic, juicy, flavourful tacos that are a joy to eat. -Tell them Will and Justin from Yelp sent you here and wear your stretchiest pants, your belly will thank you. 

goodhombres.ca
(416) 862-0425
374 Bathurst Street
Toronto, ON M5T 2S6
@goodhombres_to
Tues - Sat 11:30 am - 3:00 pm / 4:30 - 9:00 pm"
